,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,maven_id,labels,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,updated_github_id
10,finagle,twitter/finagle,distributed,https://github.com/twitter/finagle,https://github.com/twitter/finagle,Apache-2.0,2010-10-19 22:10:09,2025-01-27 13:11:12,2025-01-27 13:11:11,8201.0,20.0,1451.0,551.0,549.0,62.0,357.0,8803,2024-05-07 19:46:22,finagle-24.5.0,,,84.0,"A fault tolerant, protocol-agnostic RPC system.",21.0,21.0,532.0,28,True,2,,,,,,,
11,gatling,gatling/gatling,test,https://github.com/gatling/gatling,https://github.com/gatling/gatling,Apache-2.0,2011-05-31 12:40:25,2025-01-30 11:37:20,2025-01-30 11:37:11,10974.0,136.0,1199.0,233.0,843.0,38.0,3725.0,6533,,,,,,Modern Load Testing as Code.,23.0,23.0,242.0,28,True,1,,,,,,,
12,smile,haifengl/smile,sci,https://github.com/haifengl/smile,https://github.com/haifengl/smile,,2014-11-20 16:28:12,2025-02-06 16:35:34,2025-02-06 16:34:41,4565.0,532.0,1135.0,269.0,176.0,8.0,620.0,6097,2025-02-01 15:36:07,4.2.0,12109.0,113.0,31.0,Statistical Machine Intelligence & Learning Engine.,21.0,21.0,72.0,28,False,1,,['scala3'],,,,,
13,spark-nlp,johnsnowlabs/spark-nlp,sci,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44,2025-02-06 18:38:39,2025-01-30 15:49:13,8651.0,34.0,719.0,100.0,13415.0,45.0,866.0,3911,2025-01-30 16:15:18,5.5.3,,,100.0,State of the Art Natural Language Processing.,547.0,547.0,114.0,28,True,1,,,,,,,
14,circe,circe/circe,json,https://github.com/circe/circe,https://github.com/circe/circe,Apache-2.0,2015-07-31 15:12:09,2025-01-27 14:47:42,2025-01-27 14:45:30,3250.0,42.0,541.0,64.0,1788.0,121.0,451.0,2502,2024-09-06 14:45:40,0.14.10,,,73.0,Yet another JSON library for Scala.,854.0,,290.0,28,True,1,io.circe:circe-core_2.13,"['scala3', 'scalajs']",https://search.maven.org/artifact/io.circe/circe-core_2.13,2024-09-06 14:45:40,854.0,-1.0,
15,bigdl,intel-analytics/bigdl,sci,https://github.com/intel/ipex-llm,https://github.com/intel/ipex-llm,Apache-2.0,2016-08-29 07:59:50,2025-02-06 08:41:53,2025-02-06 08:36:13,3915.0,268.0,1254.0,255.0,10057.0,1049.0,1664.0,7082,2024-08-22 09:06:57,2.1.0,648.0,7.0,19.0,"Accelerate local LLM inference and finetuning (LLaMA, Mistral, ChatGLM, Qwen, DeepSeek, Mixtral, Gemma, Phi, MiniCPM,..",,,115.0,27,True,1,,,,,,-1.0,intel/ipex-llm
16,cats,typelevel/cats,toolkits,https://github.com/typelevel/cats,https://github.com/typelevel/cats,,2015-01-28 20:26:48,2025-02-01 18:09:28,2025-02-01 18:06:06,7046.0,96.0,1213.0,187.0,3463.0,246.0,997.0,5286,2025-01-20 19:03:39,2.13.0,,,67.0,"Lightweight, modular, and extensible library for functional programming.",20.0,20.0,565.0,27,False,1,,"['scala3', 'scalajs']",,,,,
17,ammonite,com-lihaoyi/ammonite,toolkits,https://github.com/com-lihaoyi/Ammonite,https://github.com/com-lihaoyi/Ammonite,MIT,2015-01-13 07:34:38,2025-01-30 13:04:03,2025-01-30 13:04:03,2863.0,15.0,371.0,63.0,770.0,164.0,703.0,2611,2025-01-30 04:14:26,3.0.1,967231.0,10400.0,100.0,Scala Scripting.,,,146.0,27,True,1,,['scala3'],,,,,
18,scio,spotify/scio,bigdata,https://github.com/spotify/scio,https://github.com/spotify/scio,Apache-2.0,2015-03-26 19:07:34,2025-02-06 15:46:23,2025-01-31 18:43:35,5467.0,59.0,513.0,115.0,4305.0,140.0,1166.0,2576,2025-02-05 11:58:17,0.14.11,12243.0,137.0,100.0,A Scala API for Apache Beam and Google Cloud Dataflow.,,,249.0,27,True,2,,,,,,,
19,http4s,http4s/http4s,http,https://github.com/http4s/http4s,https://github.com/http4s/http4s,Apache-2.0,2012-03-12 04:41:20,2025-02-05 17:02:18,2025-02-05 16:57:31,17775.0,85.0,789.0,74.0,6060.0,332.0,1160.0,2562,2024-12-04 18:16:06,0.23.30,,,100.0,"A minimal, idiomatic Scala interface for HTTP.",,,475.0,27,True,1,,"['scala3', 'scalajs']",,,,,
20,metals,scalameta/metals,development-cycle,https://github.com/scalameta/metals,https://github.com/scalameta/metals,Apache-2.0,2017-11-03 14:18:53,2025-02-06 11:20:28,2025-02-06 11:04:50,9215.0,228.0,344.0,48.0,4844.0,294.0,1797.0,2142,2025-01-24 17:15:50,1.5.1,31.0,0.0,70.0,Scala language server with rich IDE features.,,,207.0,27,True,2,,['scala3'],,,,,
21,scalameta,scalameta/scalameta,toolkits,https://github.com/scalameta/scalameta,https://github.com/scalameta/scalameta,BSD-3-Clause,2014-06-16 23:00:32,2025-02-03 14:48:09,2025-02-03 14:48:08,8987.0,190.0,226.0,40.0,2912.0,129.0,1135.0,1127,2025-01-23 14:37:55,4.12.7,,,100.0,"Library to read, analyze, transform and generate Scala programs.",3.0,3.0,128.0,27,True,1,,['scalajs'],,,,-1.0,
22,bloop,scalacenter/bloop,development-cycle,https://github.com/scalacenter/bloop,https://github.com/scalacenter/bloop,Apache-2.0,2017-11-11 09:39:34,2025-02-05 11:56:06,2025-02-05 11:53:24,5871.0,173.0,202.0,24.0,1815.0,98.0,655.0,911,2025-01-21 12:19:47,2.0.8,216259.0,2544.0,74.0,"Bloop is a build server and CLI tool to compile, test and run Scala fast from any editor or build tool.",,,150.0,27,True,2,,['scalajs'],,,,,
23,scala-js,scala-js/scala-js,scala-js,https://github.com/scala-js/scala-js,https://github.com/scala-js/scala-js,Apache-2.0,2013-02-18 16:33:55,2025-02-06 15:45:55,2025-02-06 15:45:55,7526.0,95.0,394.0,149.0,2844.0,57.0,2212.0,4616,2025-01-23 08:42:05,1.18.2,,,30.0,"Scala.js, the Scala to JavaScript compiler.",,,105.0,26,True,1,,['scalajs'],,,,1.0,
24,elastic4s,sksamuel/elastic4s,db-clients,https://github.com/Philippus/elastic4s,https://github.com/Philippus/elastic4s,Apache-2.0,2013-06-10 20:23:57,2025-02-05 22:36:26,2025-02-05 22:36:26,5050.0,72.0,683.0,75.0,2128.0,12.0,1162.0,1637,2024-11-30 11:37:56,8.16.0,,,58.0,"Elasticsearch Scala Client - Reactive, Non Blocking, Type Safe, HTTP Client.",,,416.0,26,True,1,com.sksamuel.elastic4s:elastic4s_2.13,['scala3'],https://search.maven.org/artifact/com.sksamuel.elastic4s/elastic4s_2.13,,,,Philippus/elastic4s
25,tapir,softwaremill/tapir,http,https://github.com/softwaremill/tapir,https://github.com/softwaremill/tapir,Apache-2.0,2018-12-09 16:43:49,2025-02-06 16:37:59,2025-02-06 16:03:25,9364.0,159.0,423.0,45.0,3413.0,157.0,756.0,1377,2025-02-06 17:22:06,1.11.14,,,100.0,Rapid development of self-documenting APIs.,,,317.0,26,True,1,,"['scala3', 'scalajs']",,,,,
26,scalapb,scalapb/scalapb,data,https://github.com/scalapb/ScalaPB,https://github.com/scalapb/ScalaPB,Apache-2.0,2014-10-02 01:11:41,2025-02-05 20:28:32,2025-02-05 20:28:32,2606.0,37.0,284.0,44.0,1216.0,38.0,579.0,1310,2024-10-01 03:15:46,1.0.0-alpha.1,560369.0,5660.0,100.0,Protocol buffer compiler for Scala.,,,128.0,26,True,1,,"['scala3', 'scalajs']",,,,,
27,Snowplow,snowplow/snowplow,sci,https://github.com/snowplow/snowplow,https://github.com/snowplow/snowplow,Apache-2.0,2012-03-01 13:02:21,2024-09-02 14:31:11,2024-09-02 14:31:06,6749.0,,1189.0,268.0,492.0,57.0,3906.0,6878,2022-01-31 21:28:26,22.01,7285.0,52.0,85.0,The leader in Next-Generation Customer Data Infrastructure.,21.0,21.0,104.0,25,True,2,,,,,,,
28,shapeless,milessabin/shapeless,toolkits,https://github.com/milessabin/shapeless,https://github.com/milessabin/shapeless,Apache-2.0,2011-12-18 13:36:38,2025-01-25 08:35:14,2025-01-25 08:35:13,2740.0,6.0,533.0,100.0,982.0,34.0,384.0,3397,2024-05-18 09:37:07,2.3.12,,,9.0,Generic programming for Scala.,139.0,139.0,155.0,25,True,2,,"['scala3', 'scalajs']",,,,,
29,doobie,tpolecat/doobie,db-clients,https://github.com/typelevel/doobie,https://github.com/typelevel/doobie,MIT,2013-11-25 07:25:20,2025-02-04 09:47:56,2025-02-04 09:47:56,3781.0,91.0,357.0,68.0,1610.0,119.0,446.0,2179,2024-09-18 11:27:46,1.0.0-RC6,,,20.0,Functional JDBC layer for Scala.,,,183.0,25,True,1,,['scala3'],,,,,typelevel/doobie
30,quill,zio/zio-quill,db-clients,https://github.com/zio/zio-quill,https://github.com/zio/zio-quill,Apache-2.0,2015-07-20 22:15:04,2025-02-06 00:15:22,2025-02-03 15:17:59,3652.0,48.0,348.0,60.0,2150.0,304.0,764.0,2155,2024-11-24 07:07:50,4.8.5,,,11.0,Compile-time Language Integrated Queries for Scala.,,,151.0,25,True,1,,"['zio', 'scala3', 'scalajs']",,,,,
31,sttp,softwaremill/sttp,http,https://github.com/softwaremill/sttp,https://github.com/softwaremill/sttp,Apache-2.0,2017-06-30 15:15:07,2025-02-06 11:34:55,2025-02-06 11:33:25,5933.0,117.0,313.0,40.0,1981.0,21.0,440.0,1462,2025-02-06 12:29:41,4.0.0-RC1,,,100.0,The Scala HTTP client you always wanted!.,,,221.0,25,True,2,,"['scala3', 'scalajs']",,,,,
32,scalikejdbc,scalikejdbc/scalikejdbc,db-clients,https://github.com/scalikejdbc/scalikejdbc,https://github.com/scalikejdbc/scalikejdbc,Apache-2.0,2011-11-18 06:56:36,2025-02-04 06:14:16,2025-02-04 06:14:15,3427.0,31.0,230.0,58.0,1928.0,36.0,455.0,1266,2024-09-26 05:23:58,4.3.2,,,52.0,A tidy SQL-based DB access library for Scala developers. This library naturally wraps JDBC APIs and provides you easy-..,27.0,,115.0,25,True,1,org.scalikejdbc:scalikejdbc_2.13,['scala3'],https://search.maven.org/artifact/org.scalikejdbc/scalikejdbc_2.13,2024-09-26 04:59:04,27.0,,
33,eclair,acinq/eclair,others,https://github.com/ACINQ/eclair,https://github.com/ACINQ/eclair,Apache-2.0,2015-08-19 11:47:01,2025-02-06 18:11:12,2025-02-06 15:00:16,2698.0,42.0,266.0,89.0,2150.0,50.0,705.0,1266,2024-12-04 09:23:28,0.11.0,46802.0,492.0,39.0,A scala implementation of the Lightning Network.,,,50.0,25,True,1,,,,,,,
34,scala-cli,VirtusLab/scala-cli,development-cycle,https://github.com/VirtusLab/scala-cli,https://github.com/VirtusLab/scala-cli,Apache-2.0,2021-05-10 12:29:24,2025-02-05 18:08:17,2025-02-05 18:08:17,4528.0,175.0,137.0,19.0,2390.0,296.0,724.0,578,2025-01-22 07:56:36,1.6.1,1595513.0,37988.0,63.0,"Scala CLI is a command-line tool to interact with the Scala language. It lets you compile, run, test, and package your..",,,94.0,25,True,2,,['scala3'],,,,,
35,slick,slick/slick,db-clients,https://github.com/slick/slick,https://github.com/slick/slick,BSD-2-Clause,2009-02-20 22:51:53,2025-02-05 02:20:35,2025-02-05 02:20:34,3552.0,39.0,611.0,141.0,1674.0,444.0,955.0,2655,2024-10-01 12:42:17,3.5.2,,,22.0,Slick (Scala Language Integrated Connection Kit) is a modern database query and access library for Scala.,,,207.0,24,True,1,,['scala3'],,,,,
36,refined,fthomas/refined,toolkits,https://github.com/fthomas/refined,https://github.com/fthomas/refined,MIT,2015-05-10 16:23:16,2025-02-03 22:25:15,2025-02-03 22:25:15,3359.0,51.0,154.0,23.0,1123.0,73.0,149.0,1721,2024-12-27 11:46:38,0.11.3,,,71.0,Refinement types for Scala.,,,79.0,24,True,2,,"['scala3', 'scalajs']",,,,,
37,sbt-native-packager,sbt/sbt-native-packager,sbt,https://github.com/sbt/sbt-native-packager,https://github.com/sbt/sbt-native-packager,Apache-2.0,2011-12-20 02:04:49,2025-02-05 08:30:08,2025-02-05 08:30:07,1757.0,24.0,445.0,53.0,847.0,148.0,672.0,1598,2025-02-04 18:44:00,1.11.1,,,100.0,sbt Native Packager.,,,277.0,24,True,1,,,,,,,
38,tinylog,tinylog-org/tinylog,logging,https://github.com/tinylog-org/tinylog,https://github.com/tinylog-org/tinylog,Apache-2.0,2012-09-13 11:21:42,2025-02-03 19:24:12,2025-02-03 19:24:07,1250.0,2.0,82.0,13.0,517.0,39.0,219.0,724,2024-01-31 20:36:31,2.7.0,56962.0,463.0,83.0,"tinylog is a lightweight logging framework for Java, Kotlin, Scala, and Android.",1657.0,1657.0,23.0,24,True,1,,,,,,,
39,zeppelin,apache/zeppelin,sci,https://github.com/apache/zeppelin,https://github.com/apache/zeppelin,Apache-2.0,2015-03-25 07:00:06,2025-01-19 00:05:08,2025-01-19 00:05:07,5448.0,11.0,2806.0,309.0,4906.0,178.0,,6454,,,,,,"Web-based notebook that enables data-driven, interactive data analytics and collaborative documents with SQL, Scala..",21.0,21.0,557.0,23,True,2,,,,,,,
40,sangria,sangria-graphql/sangria,others,https://github.com/sangria-graphql/sangria,https://github.com/sangria-graphql/sangria,Apache-2.0,2015-07-05 21:29:30,2025-01-29 12:12:11,2025-01-29 12:08:15,2294.0,32.0,222.0,62.0,712.0,64.0,411.0,1959,2025-01-14 13:48:03,4.2.5,,,91.0,Scala GraphQL implementation.,,,68.0,23,True,1,,['scala3'],,,,,
41,scalacheck,typelevel/scalacheck,test,https://github.com/typelevel/scalacheck,https://github.com/typelevel/scalacheck,BSD-3-Clause,2011-05-26 11:44:12,2025-01-29 18:19:58,2025-01-29 18:19:56,2198.0,26.0,407.0,57.0,749.0,68.0,290.0,1945,2024-09-15 19:14:39,1.18.1,,,13.0,Property-based testing for Scala.,,,147.0,23,True,1,,"['scala3', 'scalajs']",,,,,
42,giter8,foundweekends/giter8,development-cycle,https://github.com/foundweekends/giter8,https://github.com/foundweekends/giter8,Apache-2.0,2010-08-10 04:08:48,2025-02-06 14:06:41,2025-01-27 10:04:12,1425.0,37.0,224.0,69.0,666.0,51.0,231.0,1744,2024-12-14 06:17:37,0.17.0,,,19.0,a command line tool to apply templates defined on GitHub.,,,84.0,23,True,3,,,,,,,
43,chimney,scalalandio/chimney,toolkits,https://github.com/scalalandio/chimney,https://github.com/scalalandio/chimney,Apache-2.0,2017-05-23 11:24:09,2025-02-06 08:27:13,2025-02-04 07:19:28,1480.0,192.0,99.0,20.0,469.0,6.0,203.0,1191,2025-02-04 07:29:37,1.7.2,,,42.0,"Scala library for boilerplate-free, type-safe data transformations.",,,41.0,23,True,2,,"['scala3', 'scalajs']",,,,1.0,
44,nussknacker,touk/nussknacker,bigdata,https://github.com/TouK/nussknacker,https://github.com/TouK/nussknacker,Apache-2.0,2017-06-29 14:09:57,2025-02-06 18:22:24,2025-02-06 13:24:33,7074.0,206.0,95.0,37.0,7057.0,101.0,397.0,673,2024-11-22 14:01:13,1.18.0,557.0,6.0,53.0,Low-code tool for automating actions on real time data | Stream processing for the users.,,,85.0,23,True,2,,,,,,,
45,argonaut,argonaut-io/argonaut,json,https://github.com/argonaut-io/argonaut,https://github.com/argonaut-io/argonaut,BSD-3-Clause,2012-12-09 12:11:48,2025-02-03 06:09:11,2025-02-03 06:09:10,1767.0,22.0,108.0,25.0,793.0,28.0,169.0,547,2024-06-01 22:47:08,6.3.10,,,17.0,Purely functional JSON parser and library in scala.,50.0,,66.0,23,True,1,io.argonaut:argonaut_2.13,"['scala3', 'scalajs']",https://search.maven.org/artifact/io.argonaut/argonaut_2.13,2024-06-01 22:47:08,50.0,,
46,scalding,twitter/scalding,bigdata,https://github.com/twitter/scalding,https://github.com/twitter/scalding,Apache-2.0,2012-01-10 16:22:08,2023-05-28 19:18:59,2023-05-28 19:18:59,4195.0,,707.0,321.0,1384.0,316.0,329.0,3511,2017-12-22 20:23:36,0.17.4,,,17.0,A Scala API for Cascading.,,,212.0,22,False,2,,,,,,,
47,fs2,typelevel/fs2,reactive,https://github.com/typelevel/fs2,https://github.com/typelevel/fs2,,2013-03-06 17:34:15,2025-01-29 16:15:42,2025-01-12 13:16:13,9808.0,21.0,605.0,86.0,2753.0,111.0,668.0,2385,2024-08-26 19:20:03,3.11.0,,,100.0,"Compositional, streaming I/O library for Scala.",,,327.0,22,False,1,,"['scala3', 'scalajs']",,,,,
48,sbt-assembly,sbt/sbt-assembly,sbt,https://github.com/sbt/sbt-assembly,https://github.com/sbt/sbt-assembly,MIT,2011-06-10 05:30:27,2025-01-20 01:01:54,2025-01-20 00:32:36,682.0,11.0,224.0,50.0,190.0,110.0,256.0,1952,2025-01-20 01:16:48,2.3.1,,,23.0,Deploy ber-JARs. Restart processes. (port of codahale/assembly-sbt).,,,85.0,22,True,1,,,,,,,
49,Monocle,optics-dev/monocle,toolkits,https://github.com/optics-dev/Monocle,https://github.com/optics-dev/Monocle,MIT,2014-01-17 19:49:22,2025-02-04 02:28:11,2025-02-04 02:28:10,2237.0,20.0,206.0,54.0,1112.0,51.0,334.0,1667,2024-08-09 09:12:26,3.3.0,,,10.0,Optics library for Scala.,,,126.0,22,True,2,,"['scala3', 'scalajs']",,,,,
50,skunk,typelevel/skunk,db-clients,https://github.com/typelevel/skunk,https://github.com/typelevel/skunk,MIT,2018-09-21 06:46:41,2025-01-29 16:26:40,2025-01-16 19:03:02,2094.0,60.0,163.0,31.0,1025.0,97.0,70.0,1601,2024-05-11 13:18:29,0.6.4,,,40.0,A data access library for Scala + Postgres.,,,92.0,22,True,2,,"['scala3', 'scalajs']",,,,,
51,finch,finagle/finch,http,https://github.com/finagle/finch,https://github.com/finagle/finch,Apache-2.0,2014-04-15 12:17:44,2025-02-04 08:00:02,2025-02-04 08:00:02,2392.0,19.0,221.0,60.0,1342.0,42.0,369.0,1600,2022-09-16 18:19:38,0.34.0,,,61.0,Scala combinator library for building Finagle HTTP services.,,,128.0,22,True,2,,,,,,,
52,akka-http,akka/akka-http,http,https://github.com/akka/akka-http,https://github.com/akka/akka-http,,2016-08-19 11:33:36,2025-02-06 07:34:56,2025-02-06 07:34:47,4516.0,9.0,594.0,68.0,2490.0,577.0,1393.0,1338,2024-10-17 12:56:37,10.7.0,,,66.0,The Streaming-first HTTP server/module of Akka.,,,359.0,22,False,2,,['scala3'],,,,,
53,pekko,apache/incubator-pekko,distributed,https://github.com/apache/pekko,https://github.com/apache/pekko,Apache-2.0,2022-10-31 08:40:39,2025-02-02 01:18:21,2025-02-02 01:18:21,27481.0,98.0,148.0,55.0,1297.0,135.0,252.0,1292,,,,,,"Build highly concurrent, distributed, and resilient message-driven applications using Java/Scala.",,,1075.0,22,True,2,,['scala3'],,,,,apache/pekko
54,scalafix,scalacenter/scalafix,development-cycle,https://github.com/scalacenter/scalafix,https://github.com/scalacenter/scalafix,BSD-3-Clause,2016-08-08 11:45:19,2025-02-01 01:10:25,2025-02-01 01:07:54,3920.0,114.0,185.0,28.0,1492.0,78.0,626.0,843,2025-01-14 23:33:57,0.14.0,38.0,0.0,73.0,Refactoring and linting tool for Scala.,,,110.0,22,True,3,,['scalajs'],,,,,
55,avro4s,sksamuel/avro4s,data,https://github.com/sksamuel/avro4s,https://github.com/sksamuel/avro4s,Apache-2.0,2015-09-16 14:50:22,2025-01-25 17:05:02,2024-12-02 02:02:08,1576.0,14.0,238.0,25.0,474.0,27.0,365.0,721,2024-12-02 02:18:02,5.0.14,,,8.0,Avro schema generation and serialization / deserialization for Scala.,,,108.0,22,True,1,,['scala3'],,,,,
56,spark-notebook,spark-notebook/spark-notebook,sci,https://github.com/spark-notebook/spark-notebook,https://github.com/spark-notebook/spark-notebook,Apache-2.0,2014-09-05 19:35:25,2023-05-16 16:06:37,2021-03-30 08:57:25,2326.0,,654.0,188.0,484.0,208.0,307.0,3152,2017-07-23 14:44:02,0.8.3,,,18.0,Interactive and Reactive Data Science using Scala and Spark.,,,84.0,21,False,2,,,,,,,
57,util,twitter/util,toolkits,https://github.com/twitter/util,https://github.com/twitter/util,Apache-2.0,2011-03-26 01:23:21,2025-01-31 19:11:15,2025-01-31 19:11:14,3142.0,4.0,583.0,224.0,197.0,14.0,111.0,2703,2022-12-26 14:38:56,util-22.12.0,,,81.0,Wonderful reusable code from Twitter.,,,323.0,21,True,2,,['scala3'],,,,,
58,lagom,lagom/lagom,distributed,https://github.com/lagom/lagom,https://github.com/lagom/lagom,Apache-2.0,2016-02-23 01:51:06,2023-08-14 13:43:48,2023-08-14 13:43:48,2427.0,,634.0,148.0,2275.0,455.0,642.0,2633,2021-12-14 11:16:46,1.6.7,,,49.0,Reactive Microservices for the JVM.,,,149.0,21,True,2,,,,,,,
59,spray-json,spray/spray-json,json,https://github.com/spray/spray-json,https://github.com/spray/spray-json,Apache-2.0,2011-05-06 21:31:38,2024-01-10 20:17:55,2021-12-09 19:21:31,331.0,,564.0,37.0,155.0,97.0,116.0,2508,2020-11-11 13:05:44,1.3.6,,,3.0,"A lightweight, clean and simple JSON implementation in Scala.",155.0,,48.0,21,False,2,io.spray:spray-json_2.13,,https://search.maven.org/artifact/io.spray/spray-json_2.13,2020-11-10 13:18:28,155.0,,
60,algebird,twitter/algebird,sci,https://github.com/twitter/algebird,https://github.com/twitter/algebird,Apache-2.0,2012-08-02 17:24:42,2024-08-19 21:31:41,2024-02-24 18:39:07,1905.0,,345.0,231.0,964.0,108.0,177.0,2294,2023-07-10 21:51:16,0.13.10,,,30.0,Abstract Algebra for Scala.,,,116.0,21,True,2,,,,,,,
61,finatra,twitter/finatra,web-frameworks,https://github.com/twitter/finatra,https://github.com/twitter/finatra,Apache-2.0,2012-02-16 23:55:29,2024-05-07 20:18:06,2024-05-07 20:18:05,2655.0,,410.0,210.0,267.0,16.0,309.0,2269,2022-12-26 14:40:15,finatra-22.12.0,,,92.0,"Fast, testable, Scala services built on TwitterServer and Finagle.",,,258.0,21,True,1,,,,,,,
62,spire,typelevel/spire,sci,https://github.com/typelevel/spire,https://github.com/typelevel/spire,MIT,2011-11-03 20:52:53,2025-01-29 16:27:40,2024-12-11 07:25:25,2994.0,8.0,243.0,66.0,954.0,151.0,272.0,1765,2022-06-17 15:55:07,0.18.0,,,4.0,Powerful new number types and numeric abstractions for Scala.,,,106.0,21,True,2,,"['scala3', 'scalajs']",,,,,
63,scalajs-react,japgolly/scalajs-react,scala-js,https://github.com/japgolly/scalajs-react,https://github.com/japgolly/scalajs-react,Apache-2.0,2014-07-03 09:58:42,2025-01-15 15:04:36,2024-12-16 14:32:01,3211.0,4.0,232.0,63.0,573.0,27.0,510.0,1645,2024-07-11 04:13:26,2.1.2,,,66.0,Facebooks React on Scala.JS.,,,82.0,21,True,2,,"['scala3', 'scalajs']",,,,,
