,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,maven_id,labels,maven_url,maven_latest_release_published_at,maven_dependent_project_count,updated_github_id
31,doobie,tpolecat/doobie,db-clients,https://github.com/typelevel/doobie,https://github.com/typelevel/doobie,MIT,2013-11-25 07:25:20,2024-10-03 07:39:32,2024-09-29 08:59:08,3659.0,57.0,351.0,68.0,1548.0,122.0,429.0,2163,2024-09-18 11:27:46,1.0.0-RC6,,,20.0,Functional JDBC layer for Scala.,,,176.0,25,True,1,,,['scala3'],,,,typelevel/doobie
32,sttp,softwaremill/sttp,http,https://github.com/softwaremill/sttp,https://github.com/softwaremill/sttp,Apache-2.0,2017-06-30 15:15:07,2024-10-09 00:49:50,2024-10-09 00:49:49,5787.0,57.0,304.0,40.0,1861.0,58.0,394.0,1452,2024-10-02 08:56:20,3.10.0,,,100.0,The Scala HTTP client you always wanted!.,,,216.0,25,True,2,,,"['scala3', 'scalajs']",,,,
33,scalikejdbc,scalikejdbc/scalikejdbc,db-clients,https://github.com/scalikejdbc/scalikejdbc,https://github.com/scalikejdbc/scalikejdbc,Apache-2.0,2011-11-18 06:56:36,2024-10-10 05:03:54,2024-10-07 05:42:10,3388.0,34.0,229.0,59.0,1854.0,31.0,455.0,1261,2024-09-26 05:23:58,4.3.2,,,52.0,A tidy SQL-based DB access library for Scala developers. This library naturally wraps JDBC APIs and provides you easy-..,27.0,,115.0,25,True,1,,org.scalikejdbc:scalikejdbc_2.13,['scala3'],https://search.maven.org/artifact/org.scalikejdbc/scalikejdbc_2.13,2024-09-26 04:59:04,27.0,
34,tinylog,tinylog-org/tinylog,logging,https://github.com/tinylog-org/tinylog,https://github.com/tinylog-org/tinylog,Apache-2.0,2012-09-13 11:21:42,2024-10-08 16:22:05,2024-05-02 14:37:53,1248.0,,82.0,12.0,516.0,36.0,219.0,697,2024-01-31 20:36:31,2.7.0,48588.0,408.0,83.0,"tinylog is a lightweight logging framework for Java, Kotlin, Scala, and Android.",1560.0,1560.0,23.0,25,True,1,,,,,,,
35,zeppelin,apache/zeppelin,sci,https://github.com/apache/zeppelin,https://github.com/apache/zeppelin,Apache-2.0,2015-03-25 07:00:06,2024-10-10 09:24:56,2024-10-10 09:20:27,5424.0,63.0,2808.0,312.0,4870.0,174.0,,6388,,,,,,"Web-based notebook that enables data-driven, interactive data analytics and collaborative documents with SQL, Scala..",21.0,21.0,552.0,24,True,2,,,,,,,
36,fs2,typelevel/fs2,reactive,https://github.com/typelevel/fs2,https://github.com/typelevel/fs2,,2013-03-06 17:34:15,2024-10-08 15:11:08,2024-10-08 15:09:03,9753.0,58.0,596.0,90.0,2717.0,102.0,667.0,2361,2024-08-26 19:20:03,3.11.0,,,100.0,"Compositional, streaming I/O library for Scala.",,,322.0,24,False,1,,,"['scala3', 'scalajs']",,,,
37,sangria,sangria-graphql/sangria,others,https://github.com/sangria-graphql/sangria,https://github.com/sangria-graphql/sangria,Apache-2.0,2015-07-05 21:29:30,2024-10-09 10:03:05,2024-10-09 09:58:52,2236.0,56.0,223.0,63.0,682.0,60.0,408.0,1962,2024-09-05 08:53:23,4.2.0,,,86.0,Scala GraphQL implementation.,,,66.0,24,True,1,,,['scala3'],,,,
38,sbt-native-packager,sbt/sbt-native-packager,sbt,https://github.com/sbt/sbt-native-packager,https://github.com/sbt/sbt-native-packager,BSD-2-Clause,2011-12-20 02:04:49,2024-10-09 20:10:04,2024-10-09 20:10:04,1732.0,17.0,439.0,52.0,817.0,143.0,666.0,1595,2024-07-30 20:41:20,1.10.4,,,100.0,sbt Native Packager.,,,274.0,24,True,1,,,,,,,
39,eclair,acinq/eclair,others,https://github.com/ACINQ/eclair,https://github.com/ACINQ/eclair,Apache-2.0,2015-08-19 11:47:01,2024-10-10 10:51:10,2024-10-08 14:45:10,2647.0,22.0,266.0,91.0,2083.0,50.0,697.0,1234,2024-02-29 09:24:36,0.10.0,46044.0,505.0,38.0,A scala implementation of the Lightning Network.,,,50.0,24,True,1,,,,,,,
40,argonaut,argonaut-io/argonaut,json,https://github.com/argonaut-io/argonaut,https://github.com/argonaut-io/argonaut,BSD-3-Clause,2012-12-09 12:11:48,2024-10-07 05:42:57,2024-10-07 05:42:55,1729.0,29.0,112.0,25.0,745.0,29.0,168.0,547,2024-06-01 22:47:08,6.3.10,,,17.0,Purely functional JSON parser and library in scala.,50.0,,66.0,24,True,1,,io.argonaut:argonaut_2.13,"['scala3', 'scalajs']",https://search.maven.org/artifact/io.argonaut/argonaut_2.13,2024-06-01 22:47:08,50.0,
41,quill,zio/zio-quill,db-clients,https://github.com/zio/zio-quill,https://github.com/zio/zio-quill,Apache-2.0,2015-07-20 22:15:04,2024-10-09 00:14:35,2024-10-03 15:01:25,3604.0,33.0,346.0,63.0,2069.0,315.0,763.0,2150,2024-05-07 14:35:25,4.8.4,,,10.0,Compile-time Language Integrated Queries for Scala.,,,148.0,23,True,1,,,"['zio', 'scala3', 'scalajs']",,,,
42,scalacheck,typelevel/scalacheck,test,https://github.com/typelevel/scalacheck,https://github.com/typelevel/scalacheck,BSD-3-Clause,2011-05-26 11:44:12,2024-09-27 16:28:29,2024-09-27 16:28:18,2164.0,20.0,405.0,58.0,731.0,66.0,290.0,1938,2024-09-15 19:14:39,1.18.1,,,13.0,Property-based testing for Scala.,,,147.0,23,True,1,,,"['scala3', 'scalajs']",,,,
43,refined,fthomas/refined,toolkits,https://github.com/fthomas/refined,https://github.com/fthomas/refined,MIT,2015-05-10 16:23:16,2024-10-08 15:54:16,2024-10-08 15:54:16,3289.0,40.0,154.0,24.0,1091.0,74.0,149.0,1707,2024-06-01 16:33:31,0.11.2,,,70.0,Refinement types for Scala.,,,79.0,23,True,2,,,"['scala3', 'scalajs']",,,,
44,Monocle,optics-dev/monocle,toolkits,https://github.com/optics-dev/Monocle,https://github.com/optics-dev/Monocle,MIT,2014-01-17 19:49:22,2024-09-29 04:06:45,2024-09-29 04:06:45,2212.0,19.0,205.0,54.0,1088.0,50.0,334.0,1654,2024-08-09 09:12:26,3.3.0,,,10.0,Optics library for Scala.,,,125.0,23,True,2,,,"['scala3', 'scalajs']",,,,
45,akka-http,akka/akka-http,http,https://github.com/akka/akka-http,https://github.com/akka/akka-http,,2016-08-19 11:33:36,2024-10-07 08:02:03,2024-10-07 08:02:01,4495.0,20.0,596.0,69.0,2468.0,576.0,1391.0,1338,2024-05-07 13:39:41,10.6.3,,,65.0,The Streaming-first HTTP server/module of Akka.,,,359.0,23,False,2,,,['scala3'],,,,
46,chimney,scalalandio/chimney,toolkits,https://github.com/scalalandio/chimney,https://github.com/scalalandio/chimney,Apache-2.0,2017-05-23 11:24:09,2024-10-08 16:21:34,2024-10-08 15:52:25,1283.0,84.0,90.0,21.0,408.0,15.0,192.0,1168,2024-10-08 16:21:34,1.5.0,,,38.0,"Scala library for boilerplate-free, type-safe data transformations.",,,34.0,23,True,2,,,"['scala3', 'scalajs']",,,,
47,scalatest,scalatest/scalatest,test,https://github.com/scalatest/scalatest,https://github.com/scalatest/scalatest,Apache-2.0,2013-04-07 21:55:49,2024-09-10 03:11:22,2024-09-10 03:11:15,7391.0,55.0,333.0,54.0,1565.0,523.0,340.0,1149,2024-06-26 00:41:22,release-3.2.19,,,41.0,A testing tool for Scala and Java developers.,,,65.0,23,True,1,,,"['scala3', 'scalajs']",,,,
48,nussknacker,touk/nussknacker,bigdata,https://github.com/TouK/nussknacker,https://github.com/TouK/nussknacker,Apache-2.0,2017-06-29 14:09:57,2024-10-10 16:47:24,2024-10-10 12:20:28,6808.0,297.0,93.0,35.0,6538.0,85.0,385.0,648,2024-09-20 08:40:37,1.17.0,485.0,5.0,52.0,Low-code tool for automating actions on real time data | Stream processing for the users.,,,85.0,23,True,2,,,,,,,
49,scalding,twitter/scalding,bigdata,https://github.com/twitter/scalding,https://github.com/twitter/scalding,Apache-2.0,2012-01-10 16:22:08,2023-05-28 19:18:59,2023-05-28 19:18:59,4195.0,,705.0,323.0,1384.0,316.0,329.0,3497,2017-12-22 20:23:36,0.17.4,,,17.0,A Scala API for Cascading.,,,212.0,22,True,2,,,,,,,
50,lagom,lagom/lagom,distributed,https://github.com/lagom/lagom,https://github.com/lagom/lagom,Apache-2.0,2016-02-23 01:51:06,2023-08-14 13:43:48,2023-08-14 13:43:48,2427.0,,633.0,149.0,2274.0,455.0,642.0,2633,2021-12-14 11:16:46,1.6.7,,,49.0,Reactive Microservices for the JVM.,,,149.0,22,True,2,,,,,,,
51,algebird,twitter/algebird,sci,https://github.com/twitter/algebird,https://github.com/twitter/algebird,Apache-2.0,2012-08-02 17:24:42,2024-08-19 21:31:41,2024-02-24 18:39:07,1905.0,,346.0,234.0,948.0,107.0,167.0,2288,2023-07-10 21:51:16,0.13.10,,,30.0,Abstract Algebra for Scala.,,,116.0,22,True,2,,,,,,,
52,sbt-assembly,sbt/sbt-assembly,sbt,https://github.com/sbt/sbt-assembly,https://github.com/sbt/sbt-assembly,MIT,2011-06-10 05:30:27,2024-10-07 05:51:37,2024-10-07 05:51:37,666.0,12.0,224.0,52.0,182.0,110.0,250.0,1949,2024-10-06 23:37:27,2.3.0,,,22.0,Deploy ber-JARs. Restart processes. (port of codahale/assembly-sbt).,,,83.0,22,True,1,3.0,,,,,,
53,giter8,foundweekends/giter8,development-cycle,https://github.com/foundweekends/giter8,https://github.com/foundweekends/giter8,Apache-2.0,2010-08-10 04:08:48,2024-10-09 07:11:48,2024-10-09 07:11:48,1378.0,22.0,225.0,69.0,639.0,49.0,228.0,1738,2023-05-02 05:25:32,0.16.2,,,17.0,a command line tool to apply templates defined on GitHub.,,,83.0,22,True,3,,,,,,,
54,finch,finagle/finch,http,https://github.com/finagle/finch,https://github.com/finagle/finch,Apache-2.0,2014-04-15 12:17:44,2024-10-10 16:26:54,2024-10-10 16:26:53,2365.0,21.0,220.0,60.0,1315.0,42.0,369.0,1598,2022-09-16 18:19:38,0.34.0,,,61.0,Scala combinator library for building Finagle HTTP services.,,,128.0,22,True,2,,,,,,,
55,skunk,typelevel/skunk,db-clients,https://github.com/typelevel/skunk,https://github.com/typelevel/skunk,MIT,2018-09-21 06:46:41,2024-09-27 12:27:05,2024-09-03 11:20:28,2012.0,21.0,159.0,31.0,988.0,84.0,69.0,1582,2024-05-11 13:18:29,0.6.4,,,37.0,A data access library for Scala + Postgres.,,,87.0,22,True,2,,,"['scala3', 'scalajs']",,,,
56,pekko,apache/incubator-pekko,distributed,https://github.com/apache/pekko,https://github.com/apache/pekko,Apache-2.0,2022-10-31 08:40:39,2024-10-09 07:19:44,2024-10-09 07:19:43,27361.0,77.0,135.0,55.0,1123.0,107.0,227.0,1187,,,,,,"Build highly concurrent, distributed, and resilient message-driven applications using Java/Scala.",,,1073.0,22,True,2,,,['scala3'],,,,apache/pekko
57,scalafix,scalacenter/scalafix,development-cycle,https://github.com/scalacenter/scalafix,https://github.com/scalacenter/scalafix,BSD-3-Clause,2016-08-08 11:45:19,2024-10-07 06:07:55,2024-10-04 11:08:45,3786.0,166.0,186.0,29.0,1419.0,73.0,613.0,828,2024-09-27 22:39:43,0.13.0,38.0,0.0,72.0,Refactoring and linting tool for Scala.,,,110.0,22,True,3,,,['scalajs'],,,,
58,jsoniter-scala,plokhotnyuk/jsoniter-scala,json,https://github.com/plokhotnyuk/jsoniter-scala,https://github.com/plokhotnyuk/jsoniter-scala,MIT,2017-09-26 14:47:09,2024-10-10 15:16:38,2024-10-10 14:41:43,4953.0,147.0,99.0,21.0,878.0,77.0,256.0,740,2024-10-06 10:05:40,2.30.15,,,100.0,Scala macros for compile-time generation of safe and ultra-fast JSON codecs + circe booster.,1.0,1.0,26.0,22,True,2,,,"['scala3', 'scalajs']",,,,
59,scalaxb,eed3si9n/scalaxb,http,https://github.com/eed3si9n/scalaxb,https://github.com/eed3si9n/scalaxb,MIT,2010-02-05 05:50:50,2024-10-01 07:48:14,2024-09-05 16:57:16,1368.0,10.0,154.0,24.0,228.0,159.0,287.0,336,2024-08-25 03:05:21,1.12.1,,,22.0,scalaxb is an XML data binding tool for Scala.,,,69.0,22,True,2,,,,,,,
60,spark-notebook,spark-notebook/spark-notebook,sci,https://github.com/spark-notebook/spark-notebook,https://github.com/spark-notebook/spark-notebook,Apache-2.0,2014-09-05 19:35:25,2023-05-16 16:06:37,2021-03-30 08:57:25,2326.0,,654.0,190.0,484.0,208.0,307.0,3151,2017-07-23 14:44:02,0.8.3,,,18.0,Interactive and Reactive Data Science using Scala and Spark.,,,84.0,21,False,2,,,,,,,
61,util,twitter/util,toolkits,https://github.com/twitter/util,https://github.com/twitter/util,Apache-2.0,2011-03-26 01:23:21,2024-10-10 17:12:09,2024-10-10 17:12:09,3137.0,6.0,581.0,226.0,196.0,12.0,111.0,2689,2022-12-26 14:38:56,util-22.12.0,,,81.0,Wonderful reusable code from Twitter.,,,323.0,21,True,2,1.0,,['scala3'],,,,
62,spray-json,spray/spray-json,json,https://github.com/spray/spray-json,https://github.com/spray/spray-json,Apache-2.0,2011-05-06 21:31:38,2024-01-10 20:17:55,2021-12-09 19:21:31,331.0,,565.0,37.0,155.0,97.0,116.0,2514,2020-11-11 13:05:44,1.3.6,,,3.0,"A lightweight, clean and simple JSON implementation in Scala.",155.0,,48.0,21,False,2,,io.spray:spray-json_2.13,,https://search.maven.org/artifact/io.spray/spray-json_2.13,2020-11-10 13:18:28,155.0,
63,finatra,twitter/finatra,web-frameworks,https://github.com/twitter/finatra,https://github.com/twitter/finatra,Apache-2.0,2012-02-16 23:55:29,2024-05-07 20:18:06,2024-05-07 20:18:05,2655.0,,405.0,213.0,266.0,14.0,309.0,2273,2022-12-26 14:40:15,finatra-22.12.0,,,92.0,"Fast, testable, Scala services built on TwitterServer and Finagle.",,,258.0,21,True,1,,,,,,,
